Date,px_last
4/12/2019,2907.41
4/11/2019,2888.32
4/10/2019,2888.21
4/9/2019,2878.2
4/8/2019,2895.77
4/5/2019,2892.74
4/4/2019,2879.39
4/3/2019,2873.4
4/2/2019,2867.24
4/1/2019,2867.19
3/29/2019,2834.4
3/28/2019,2815.44
3/27/2019,2805.37
3/26/2019,2818.46
3/25/2019,2798.36
3/22/2019,2800.71
3/21/2019,2854.88
3/20/2019,2824.23
3/19/2019,2832.57
3/18/2019,2832.94
3/15/2019,2822.48
3/14/2019,2808.48
3/13/2019,2810.92
3/12/2019,2791.52
3/11/2019,2783.3
3/8/2019,2743.07
3/7/2019,2748.93
3/6/2019,2771.45
3/5/2019,2789.65
3/4/2019,2792.81
3/1/2019,2803.69
2/28/2019,2784.49
2/27/2019,2792.38
2/26/2019,2793.9
2/25/2019,2796.11
2/22/2019,2792.67
2/21/2019,2774.88
2/20/2019,2784.7
2/19/2019,2779.76
2/15/2019,2775.6
2/14/2019,2745.73
2/13/2019,2753.03
2/12/2019,2744.73
2/11/2019,2709.8
2/8/2019,2707.88
2/7/2019,2706.05
2/6/2019,2731.61
2/5/2019,2737.7
2/4/2019,2724.87
2/1/2019,2706.53
1/31/2019,2704.1
1/30/2019,2681.05
1/29/2019,2640
1/28/2019,2643.85
1/25/2019,2664.76
1/24/2019,2642.33
1/23/2019,2638.7
1/22/2019,2632.9
1/18/2019,2670.71
1/17/2019,2635.96
1/16/2019,2616.1
1/15/2019,2610.3
1/14/2019,2582.61
1/11/2019,2596.26
1/10/2019,2596.64
1/9/2019,2584.96
1/8/2019,2574.41
1/7/2019,2549.69
1/4/2019,2531.94
1/3/2019,2447.89
1/2/2019,2510.03
12/31/2018,2506.85
12/28/2018,2485.74
12/27/2018,2488.83
12/26/2018,2467.7
12/24/2018,2351.1
12/21/2018,2416.62
12/20/2018,2467.42
12/19/2018,2506.96
12/18/2018,2546.16
12/17/2018,2545.94
12/14/2018,2599.95
12/13/2018,2650.54
12/12/2018,2651.07
12/11/2018,2636.78
12/10/2018,2637.72
12/7/2018,2633.08
12/6/2018,2695.95
12/4/2018,2700.06
12/3/2018,2790.37
11/30/2018,2760.17
11/29/2018,2737.76
11/28/2018,2743.79
