Date,px_last
6/13/2022,1714.595
6/10/2022,1800.284
6/9/2022,1850.856
6/8/2022,1891.007
6/7/2022,1919.563
6/6/2022,1889.885
6/3/2022,1883.053
6/2/2022,1897.674
6/1/2022,1854.824
5/31/2022,1864.043
5/27/2022,1887.896
5/26/2022,1838.238
5/25/2022,1799.164
5/24/2022,1764.826
5/23/2022,1792.762
5/20/2022,1773.266
5/19/2022,1776.223
5/18/2022,1774.846
5/17/2022,1840.298
5/16/2022,1783.427
5/13/2022,1792.666
5/12/2022,1739.382
5/11/2022,1718.144
5/10/2022,1761.789
5/9/2022,1762.08
5/6/2022,1839.565
5/5/2022,1871.148
5/4/2022,1949.923
5/3/2022,1898.857
5/2/2022,1882.913
4/29/2022,1864.103
4/28/2022,1917.944
4/27/2022,1884.038
4/26/2022,1890.475
4/25/2022,1954.203
4/22/2022,1940.665
4/21/2022,1991.462
4/20/2022,2038.185
4/19/2022,2030.765
4/18/2022,1990.134
4/14/2022,2004.98
4/13/2022,2025.102
4/12/2022,1986.937
4/11/2022,1980.324
4/8/2022,1994.562
4/7/2022,2009.799
4/6/2022,2016.937
4/5/2022,2046.043
4/4/2022,2095.44
4/1/2022,2091.11
3/31/2022,2070.125
3/30/2022,2091.07
3/29/2022,2133.096
3/28/2022,2078.06
3/25/2022,2077.983
3/24/2022,2075.443
3/23/2022,2052.206
3/22/2022,2088.343
3/21/2022,2065.936
3/18/2022,2086.143
3/17/2022,2065.019
3/16/2022,2030.72
3/15/2022,1968.969
3/14/2022,1941.719
3/11/2022,1979.668
3/10/2022,2011.673
3/9/2022,2016.291
3/8/2022,1963.011
3/7/2022,1951.329
3/4/2022,2000.9
3/3/2022,2032.41
3/2/2022,2058.871
3/1/2022,2008.506
2/28/2022,2048.089
2/25/2022,2040.929
2/24/2022,1996.007
2/23/2022,1944.092
2/22/2022,1980.173
2/18/2022,2009.333
2/17/2022,2028.092
2/16/2022,2079.311
2/15/2022,2076.462
2/14/2022,2020.787
2/11/2022,2030.146
2/10/2022,2051.162
2/9/2022,2083.499
2/8/2022,2045.374
2/7/2022,2012.599
2/4/2022,2002.359
2/3/2022,1991.031
2/2/2022,2029.516
2/1/2022,2050.74
1/31/2022,2028.453
1/28/2022,1968.508
1/27/2022,1931.288
1/26/2022,1976.464
1/25/2022,2004.033
1/24/2022,2033.511
1/21/2022,1987.918
1/20/2022,2024.037
